claim_id,claim_text,category,value_or_figure,source_type,source_detail,confidence,stage_safe,notes
CT-CAPEX-18,"beauty_parlour: capex 'Steamer, dryer, styling equipment' unit cost Rs 25000 (qty 1)",FEE_OR_COST,25000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-CAPEX-19,beauty_parlour: capex 'Interior and lighting' unit cost Rs 20000 (qty 1),FEE_OR_COST,20000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-CAPEX-20,beauty_parlour: capex 'Initial consumables stock' unit cost Rs 12000 (qty 1),FEE_OR_COST,12000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-OPEX-13,beauty_parlour: monthly opex 'Consumables (cosmetics)' Rs 7000,FEE_OR_COST,7000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-OPEX-14,beauty_parlour: monthly opex 'Shop rent' Rs 6000,FEE_OR_COST,6000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-OPEX-15,beauty_parlour: monthly opex 'Power and water' Rs 1500,FEE_OR_COST,1500,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-CAPEX-21,tea_stall: capex 'Stall structure / cart' unit cost Rs 25000 (qty 1),FEE_OR_COST,25000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-CAPEX-22,"tea_stall: capex 'Gas stove, cylinder, utensils' unit cost Rs 12000 (qty 1)",FEE_OR_COST,12000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-CAPEX-23,tea_stall: capex 'Refrigerator (small)' unit cost Rs 15000 (qty 1),FEE_OR_COST,15000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-CAPEX-24,tea_stall: capex 'Seating and initial stock' unit cost Rs 8000 (qty 1),FEE_OR_COST,8000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-OPEX-16,"tea_stall: monthly opex 'Milk, tea, snacks stock' Rs 14000",FEE_OR_COST,14000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-OPEX-17,tea_stall: monthly opex 'Gas refill' Rs 2000,FEE_OR_COST,2000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-OPEX-18,tea_stall: monthly opex 'Pitch rent and sundries' Rs 2500,FEE_OR_COST,2500,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-CAPEX-25,photocopy_shop: capex 'Photocopier machine' unit cost Rs 60000 (qty 1),FEE_OR_COST,60000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-CAPEX-26,photocopy_shop: capex 'Computer and printer' unit cost Rs 35000 (qty 1),FEE_OR_COST,35000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-CAPEX-27,photocopy_shop: capex 'Furniture and shelving' unit cost Rs 12000 (qty 1),FEE_OR_COST,12000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-CAPEX-28,photocopy_shop: capex 'Initial stationery stock' unit cost Rs 10000 (qty 1),FEE_OR_COST,10000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-OPEX-19,"photocopy_shop: monthly opex 'Paper, toner, cartridges' Rs 9000",FEE_OR_COST,9000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-OPEX-20,photocopy_shop: monthly opex 'Shop rent' Rs 4500,FEE_OR_COST,4500,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-OPEX-21,photocopy_shop: monthly opex 'Power and internet' Rs 2000,FEE_OR_COST,2000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-CAPEX-29,goat_rearing: capex 'Female goats' unit cost Rs 7000 (qty 10),FEE_OR_COST,7000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-CAPEX-30,goat_rearing: capex 'Breeding buck' unit cost Rs 10000 (qty 1),FEE_OR_COST,10000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-CAPEX-31,goat_rearing: capex 'Shed and fencing' unit cost Rs 35000 (qty 1),FEE_OR_COST,35000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-CAPEX-32,goat_rearing: capex 'Feed and equipment (initial)' unit cost Rs 10000 (qty 1),FEE_OR_COST,10000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-OPEX-22,goat_rearing: monthly opex 'Feed and fodder' Rs 6000,FEE_OR_COST,6000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-OPEX-23,goat_rearing: monthly opex 'Veterinary and vaccination' Rs 1000,FEE_OR_COST,1000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-OPEX-24,goat_rearing: monthly opex 'Labour and sundries' Rs 2000,FEE_OR_COST,2000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-REV-01,tailoring_unit: estimated monthly revenue Rs 25000,FEE_OR_COST,25000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-REV-02,dairy_unit: estimated monthly revenue Rs 30000,FEE_OR_COST,30000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-REV-03,kirana_store: estimated monthly revenue Rs 52000,FEE_OR_COST,52000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-REV-04,flour_mill: estimated monthly revenue Rs 22000,FEE_OR_COST,22000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-REV-05,beauty_parlour: estimated monthly revenue Rs 28000,FEE_OR_COST,28000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-REV-06,tea_stall: estimated monthly revenue Rs 26000,FEE_OR_COST,26000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-REV-07,photocopy_shop: estimated monthly revenue Rs 24000,FEE_OR_COST,24000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-REV-08,goat_rearing: estimated monthly revenue Rs 18000,FEE_OR_COST,18000,ESTIMATED,Placeholder written by Pair B in cost_templates.py; marked '# ESTIMATE' inline,LOW,NO,"Unsourced placeholder chosen only for order-of-magnitude plausibility so the pipeline could be demonstrated. Not from any published KVIC/NABARD model profile. Do not state this figure as a real cost. docs/ARCHITECTURE.md:366 lists scraping 30-50 real KVIC/NABARD profiles as the 'Highest-leverage work in the whole build', warning that without it 'Sanction-Ready is a template with invented numbers - the one weakness a domain judge finds in thirty seconds'. That task was not done."
CT-SRC-01,Every cost template carries an EMPTY source_url; no URL was invented for any of them,TECHNICAL_CLAIM,8 of 8 empty,VERIFIED_PUBLISHED,cost_templates.py; enforced by tests/test_cost_templates.py::test_source_url_is_empty_rather_than_invented,HIGH,YES,"Safe and worth saying: we left them empty rather than fabricate citations, and a test fails if anyone adds one."
NAME-01,The display name for nsfdc.suvidha is 'Suvidha Loan',TECHNICAL_CLAIM,Suvidha Loan,VERIFIED_PUBLISHED,"shared/seed_schemes.json (Pair A) _note: 'Hand-written, verified against live pages on 2026-09-03'; also backend/app/fixtures/recommend.json (Pair A)",HIGH,YES,Corroborated by Pair A's verified seed data as well as their recommend fixture.
NAME-02,The display name for nsfdc.micro_credit is 'Micro Credit Finance',TECHNICAL_CLAIM,Micro Credit Finance,VERIFIED_PUBLISHED,"shared/seed_schemes.json (Pair A) _note: 'Hand-written, verified against live pages on 2026-09-03'",HIGH,YES,"CORRECTED 2026-09-05: previously logged as an invented transliteration. The name is present verbatim in shared/seed_schemes.json, which Pair A hand-verified against the live NSFDC page on 2026-09-03. Pair B's independently chosen label matched it exactly."
NAME-03,The display name for nsfdc.mahila_samriddhi is 'Mahila Samriddhi Yojana',TECHNICAL_CLAIM,Mahila Samriddhi Yojana,VERIFIED_PUBLISHED,"shared/seed_schemes.json (Pair A) _note: 'Hand-written, verified against live pages on 2026-09-03'",HIGH,YES,"CORRECTED 2026-09-05: previously logged as an invented transliteration. The name is present verbatim in shared/seed_schemes.json, which Pair A hand-verified against the live NSFDC page on 2026-09-03. Pair B's independently chosen label matched it exactly."
NAME-04,The display name for nsfdc.laghu_vyavsay is 'Laghu Vyavsay Yojana',TECHNICAL_CLAIM,Laghu Vyavsay Yojana,VERIFIED_PUBLISHED,"shared/seed_schemes.json (Pair A) _note: 'Hand-written, verified against live pages on 2026-09-03'",HIGH,YES,"CORRECTED 2026-09-05: previously logged as an invented transliteration. The name is present verbatim in shared/seed_schemes.json, which Pair A hand-verified against the live NSFDC page on 2026-09-03. Pair B's independently chosen label matched it exactly."
ELIG-01,nsfdc.mahila_samriddhi is restricted to women applicants,ELIGIBILITY,women only,INFERRED,Inferred by Pair B from the scheme name (mahila = women) and its design; readiness.py WOMEN_ONLY_SCHEMES,MEDIUM,YES_WITH_CAVEAT,"Inferred from the name, NOT confirmed against the NSFDC page. Also unchecked: whether suvidha, micro_credit or laghu_vyavsay carry restrictions we have not encoded."
ELIG-02,The system never auto-recommends a women-only scheme to a non-female or unspecified applicant,TECHNICAL_CLAIM,fails closed,VERIFIED_PUBLISHED,readiness.py _is_eligible_scheme; tests/test_readiness.py gender-gate suite including the unspecified-gender regression test,HIGH,YES,"This is a claim about OUR system's behaviour and is test-enforced. Distinct from ELIG-01, which is a claim about NSFDC's actual rules."
FMT-01,The PDF matches the published PMEGP / Mudra Detailed Project Report format,FORMAT_CLAIM,(forbidden claim),UNVERIFIED_GUESS,No reference document was ever obtained; nobody has compared the template to a real DPR,LOW,NO,NEVER SAY THIS. It is false as far as we know. Use FMT-02 instead. The test test_html_does_not_claim_to_match_an_official_format fails if this claim is added to the template.
FMT-02,The PDF layout is modeled on standard DPR conventions and is NOT verified against the published PMEGP/Mudra format,FORMAT_CLAIM,"modeled, unverified",VERIFIED_PUBLISHED,project_report.html header comment and visible PDF footer; test_html_does_not_claim_to_match_an_official_format,HIGH,YES,"This is the safe form of FMT-01 and is printed on the PDF itself. The document also carries no government seal, emblem, logo or letterhead."
LLM-01,No number in the financial report was produced by a language model,TECHNICAL_CLAIM,0 LLM calls,VERIFIED_PUBLISHED,finance.py uses Decimal arithmetic throughout; no LLM or network call exists anywhere in app code; provenance='computed' asserted for every scheme by tests/test_finance.py::test_provenance_is_always_computed; 88 passing tests,HIGH,YES,"STRONGEST CLAIM IN THIS FILE. Directly checkable in the code and enforced by the test suite. Safe to state flatly, without hedging."
LLM-02,"The Sanction-Ready narrative is a deterministic template, not generated text",TECHNICAL_CLAIM,f-string,VERIFIED_PUBLISHED,readiness.py generate(); no LLM provider is wired into this repo at all,HIGH,YES,"Also safe. Activity classification is a static keyword table, not a model."
CALC-01,break_even_months = ceil(total_project_cost / (monthly_revenue - monthly_opex - emi)),TECHNICAL_CLAIM,formula,INFERRED,readiness.py _break_even_months; Pair B's own modelling choice,MEDIUM,YES_WITH_CAVEAT,"Deliberately CONSERVATIVE and it double-counts capital recovery: it subtracts the EMI and also divides by the full project cost, though the EMI already amortises that capital. True payback on the applicant's own money is shorter. Never state a break-even month count without this caveat. Needs a finance-literate review."
LANG-01,The Kannada activity labels and keywords are correct,TECHNICAL_CLAIM,8 labels + ~25 keywords,UNVERIFIED_GUESS,Written from recall by Pair B; every string marked KN-REVIEW in cost_templates.py and classification.py,LOW,NO,"NOT reviewed by any Kannada speaker. Failure mode is SILENT: a misspelled keyword never matches and the user falls through to UNRECOGNIZED. *** CONFLICT WITH THE DEMO SCRIPT *** docs/MVP_BUILD_PLAN.md:163 schedules demo beat 4 as 'speak a business idea in Kannada, PDF comes out' (Pair B, 120s) - i.e. the one language whose keyword table is unverified. Either get a native speaker to review the kn strings before demo day, or run that beat in Hindi. Do not claim Kannada support until one of those happens."
LANG-02,The Hindi activity labels and keywords are correct,TECHNICAL_CLAIM,8 labels + ~30 keywords,INFERRED,Common trade terms written by Pair B; not reviewed by a native speaker,MEDIUM,YES_WITH_CAVEAT,"Moderate confidence on common terms, not reviewed for spelling variants or regional synonyms. No stemming, fuzzy matching or transliteration beyond five hand-listed Romanised terms, so real ASR output will contain spellings this table lacks."
TIME-01,One documented case of subsidy delay ran three years,TIMELINE,3 years,UNVERIFIED_GUESS,"Asserted without citation in docs/MVP_BUILD_PLAN.md:60 ('you have a documented case of exactly that'); the underlying case lives in the discovery report, which is NOT checked into this repo",LOW,NO,RESOLVED IN PRODUCT: the sentence has been REMOVED from finance.py's subsidy_note and a regression test (test_subsidy_note_makes_no_uncited_factual_claim) blocks its return. No user now sees this claim. The claim itself remains uncited: the build plan asserts a documented case exists but names none. Do not state it on stage until whoever holds the discovery report supplies the case reference.
CALC-02,Extra amount repaid before a delayed subsidy arrives = emi x subsidy_delay_months,TECHNICAL_CLAIM,flat approximation,INFERRED,finance.py subsidy_note; approximation specified by the feature brief,MEDIUM,YES_WITH_CAVEAT,"A flat multiplication, NOT a re-amortisation. At 36 months on a 54-month schedule it reports about Rs 414,212. The note now reads only 'If the Rs X subsidy arrives N months late, you repay roughly Rs Y before it lands.' - the delay is the applicant's own hypothetical input, not a claim about a real case. Present the figure as an estimate."
ELIG-03,NSFDC's own pages contradict each other on whether Utkarsh's Rs 10-50L is loan amount or project cost,ELIGIBILITY,contradiction,INFERRED,docs/ARCHITECTURE.md:219 'the report flags NSFDC's own pages as inconsistent on whether Rs 10-50L is loan amount or project cost'; PS 26092 discovery report,MEDIUM,YES_WITH_CAVEAT,"SECOND-PASS CORRECTION 2026-09-05: previously logged as an inherited stray repo comment with no provenance. It is actually a documented finding of the discovery report, cited in ARCHITECTURE.md:219. Still NOT independently re-verified by Pair B against the live pages. If you want a contradiction to show a judge, use ELIG-04 instead - that one has three live URLs and observation dates."
